Customer Name,Gender,Quantity,Price,City,State,Phone,Email,Zincode,Product,Category,Dealer,Discount,Coupon Code,Date of Order,Date of Delivery,Order ID,Product ID,Order Status,Payment Method,Shipping Fee,Customer Feedback,Returns,Refund Amount,Loyalty Points
Alison Martin,,,20$,New Kevin,Connecticut,001-189-521-7687,tyler45@gmail.com,ABCDE,through,Clothing,Garner and Sons,5,,2022-04-18,2024-06-01,2ea4c10f-e981-4d14-a5c1-7b35607efa1f,9872059977593,Cancelled,Credit Card,5.99,,yes,10.0,200
Christopher Harris,F,10,20$,Port Lauren,Alabama,,,ABCDE,former,Food,Jones LLC,five,,2022-09-24,2024-12-26,195d7caa-53d9-48d1-8c66-f62b871849f7,8766788703114,Delivered,PayPal,free,,0,5.0,two hundred
Thomas Shah,Women,1000,19.99,Port Jamesbury,Connecticut,+1-221-212-4948x208,,,avoid,,"Wheeler, Sparks and Andersen",10,SAVE10,2022-01-13,2023-04-05,ef41e11a-fd2a-4a81-8b10-7c5926e8f384,4078185785292,Cancelled,Credit Card,0,Average,1,0.0,
Cynthia Turner,,three,-10,New Williamshire,New Mexico,(737)698-4512,,,tree,,Woods and Sons,five,12345,2023-11-10,2024-04-01,2030c5b7-8cf2-492f-bd5d-b8f503406f69,2619862257071,Cancelled,,0,Average,1,,two hundred
Austin Taylor,M,1,20$,Davidtown,New Jersey,,,27463,usually,,Rice LLC,,,2022-12-29,2024-12-04,9b02d876-336e-486c-85ea-c642fede86df,6664802786230,,PayPal,0,Average,1,-1,200
Laura Wilson,Female,1000,0,South Jonathonland,New Mexico,,not-an-email,,police,Food,Turner-Gray,,DISCOUNT,2022-08-21,2024-06-19,f37720bd-2780-4f2e-ba61-6f4603c87f6c,4387537874233,Cancelled,,,,no,0.0,200
Devin Diaz,,3,0,Josephburgh,Arizona,207-301-8907,not-an-email,,American,,Diaz LLC,,DISCOUNT,2023-07-04,2023-03-04,0531a582-a214-49c5-8089-b1d4e820f8a7,2456531758886,Pending,,10.0,Good,,,100
Mary Vargas,Women,1000,,Shermanfort,Oregon,,,10011,news,Electronics,Davis-Johnson,,,2023-04-11,2023-10-22,c4b123bf-360e-4258-a0a9-82fe75eac75a,6431543623694,Delivered,PayPal,,,no,-1,200
Daniel Gilmore,Men,2,19.99,New Willie,Colorado,607.497.8401,,,time,,Morgan Ltd,,DISCOUNT,2023-12-14,2024-08-19,b298f426-321f-4b56-a0d2-68a078ee1bc5,2174446633639,,Credit Card,,Average,,-1,
Sergio Pham,F,10,19.99,Jeremyside,North Carolina,123-abc-7890,,ABCDE,civil,Food,Johnson-Pruitt,,,2023-12-24,2024-09-11,10053242-a75a-419c-8bce-54910126d4c7,2364790594728,,Credit Card,,Bad,yes,,two hundred
Michael Garcia,Female,5,,Ashleybury,Maine,,not-an-email,,stuff,,Alvarez-Patel,10%,SAVE10,2023-01-26,2023-05-28,4005f1bd-336b-4733-adc7-d05b0fb353e5,9201394223896,Pending,,free,,,-1,200
David Parsons,Female,10,0,Port Crystalview,Oregon,123-abc-7890,,82864,agreement,,"Rosales, Anderson and Phillips",,,2022-09-04,2024-11-07,c40227c3-d877-47f2-8eec-fe03b42876e1,7180526325603,Delivered,PayPal,,Good,1,,two hundred
Audrey Wise,,1000,19.99,Smithchester,California,123-abc-7890,molly47@myers-rubio.net,67062,doctor,Clothing,Obrien-Wright,,,2023-10-18,2023-12-13,b39517bc-4a83-4e24-b2a5-5d82d82fb3ae,6580816505462,,Bank Transfer,10.0,Average,1,,two hundred
Craig Morton,Men,1000,100000,Pagebury,Arizona,,jennifer57@reyes.org,,she,Clothing,Gibson-Banks,,12345,2022-09-02,2022-07-02,bb784af4-5e0c-4e98-a9c1-ae8089e2ed13,4072011458725,,,10.0,Bad,,-1,100
Miranda Kerr,Women,5,0,Danashire,Utah,,,ABCDE,society,Clothing,"Tanner, Lewis and Wheeler",10%,SAVE10,2022-04-04,2023-11-09,b1fcb772-b3d4-4363-9f69-50e592f122b1,1793335996269,Delivered,Credit Card,free,Bad,yes,-1,
Nicole Nelson,Male,three,-10,Philipton,South Carolina,,carlos65@garcia.com,,be,,"Haas, Barrett and Fleming",,12345,2022-09-11,2022-03-13,9e350ef3-23f3-4bb0-a199-3361abd90f6c,3673911458627,Pending,Credit Card,5.99,Good,no,,
Daniel Thomas,Women,5,,Lewisview,Oklahoma,123-abc-7890,,62064,others,Food,Brown Inc,5,,2022-05-02,2022-06-27,76b93ae8-96ed-4723-a62f-c573d280ed41,4013003616730,,,,,yes,-1,two hundred
William Flores,F,-5,,South Steve,South Dakota,9715240784,,60094,interest,,Clark LLC,5,12345,2023-02-27,2023-08-26,c088e017-6d9e-4542-9472-da62544de712,5050784248223,Pending,Bank Transfer,free,,,0.0,200
Lisa Santos,Men,1000,,Port Tiffany,Texas,,timothynewton@boyd-gonzalez.com,75361,base,,Cook-Long,,DISCOUNT,2022-01-30,2022-05-18,e4c45d9f-6be3-43ba-a4c9-29b0588d15cc,6020964193017,,Bank Transfer,0,,no,0.0,two hundred
Courtney Jones,Female,5,49.95,Christopherport,South Carolina,,miguelwright@saunders.com,,movement,,"Phelps, Goodman and Schaefer",,,2022-11-19,2024-12-03,b3644b26-49d3-4ec3-bcff-3615aeae9055,8418203452601,Pending,Credit Card,free,Bad,1,,two hundred
Erika Booth,,1000,19.99,Christopherchester,Vermont,,,,age,Clothing,"Peterson, Roberts and Harrison",,,2022-01-31,2022-01-03,a781bf72-6189-4507-a8c7-dd6e2c74a829,8467169517084,,,,,0,5.0,100
Anna Bailey,Men,,0,West Stephen,Montana,123-abc-7890,omerritt@morris.com,19756,business,Clothing,Craig-White,,12345,2022-06-10,2024-05-13,4d7dedc3-d3ae-43ba-8546-d1e88d845063,0944493138942,,PayPal,5.99,Bad,,,
Joseph Moran,,3,,Port Eric,Kentucky,,,,themselves,,Mitchell-Cole,,12345,2022-09-04,2022-12-08,c9b6ac1f-7c1a-44c3-a868-667081fc141c,2665383553017,Delivered,,0,Good,no,0.0,
Michelle Ross,Women,three,,South Christina,Iowa,(262)112-0325x12763,,ABCDE,voice,Food,Bryant-Jones,10,SAVE10,2023-09-30,2023-06-14,7d88a215-97d8-4e21-88c8-1f3a20959ff6,4442222183622,,Bank Transfer,,,0,-1,
Mr. Mark Thompson PhD,Women,5,,Matthewborough,Maryland,123-abc-7890,ysanders@sullivan.com,ABCDE,color,Electronics,Glover-Arnold,five,,2022-04-07,2024-06-19,0ac23239-5d49-46b6-9d83-624eefccc270,7207516869531,,PayPal,free,Bad,,,100
Charles Cooper,Male,,49.95,Marymouth,California,123-abc-7890,,ABCDE,meeting,Other,Nicholson LLC,five,SAVE10,2022-09-06,2024-03-13,cc0f4b51-9863-483d-87a1-3866ab817de7,5447470853180,,,0,Bad,yes,0.0,100
Meghan Bond,Male,3,20$,Samanthamouth,Montana,123-abc-7890,walkeranthony@rivas-peck.com,ABCDE,wife,,Nelson-Smith,10,,2022-04-09,2023-11-03,854a8e7c-f9f0-418a-9389-f6c50e98a7ab,4960549223932,,PayPal,free,Good,0,,
Taylor Davenport,M,-5,100000,East Andreafurt,North Carolina,,,ABCDE,kid,,"Rodriguez, Pugh and Allen",,,2022-03-12,2022-07-07,e5f3a9c4-607a-4d2c-8b00-5acaa3ca6cf4,1565760253923,,,,,yes,,100
Kevin Frazier,Male,1,20$,Douglasborough,Minnesota,123-abc-7890,not-an-email,,window,Food,Mccall-Baker,10,DISCOUNT,2022-04-04,2023-12-29,68ce6c6c-e8dd-4c4a-8ccb-b93b00cd5cb3,9248544252412,Cancelled,PayPal,10.0,Good,yes,,
Rebecca Martinez,,5,100000,Sullivanshire,Idaho,,not-an-email,,industry,Food,Morgan-Andrews,,SAVE10,2022-06-23,2022-12-24,63062690-6330-4357-9064-36b9d2297a11,8588224723322,Pending,Credit Card,5.99,Average,,0.0,200
Lee Snyder,Female,,100000,Danielstown,Texas,,not-an-email,ABCDE,general,Clothing,Guerra and Sons,,,2023-02-05,2022-12-11,71d6d3ef-cf39-462a-b319-ad258f3e3b27,1424863074449,,,5.99,Bad,,0.0,100
Molly Yates,Female,5,,Adamburgh,Vermont,,,,early,Clothing,Smith-Thomas,five,,2022-10-30,2023-03-27,9fd74cff-f6a3-4efc-8e3f-4ed45d37b117,3598745596515,,,5.99,Average,yes,,100
Richard Martinez,Men,5,,North Erin,Oregon,,,,yet,,"Jennings, Mills and Ray",five,DISCOUNT,2022-03-18,2024-01-28,f8df2def-6e62-4d7a-b632-b5b76c841541,5937626577256,Cancelled,Credit Card,,Bad,,-1,
Paula Fischer,F,3,19.99,Michaelfurt,Rhode Island,,hreed@hotmail.com,,strategy,,Duran Group,10%,,2022-10-02,2023-03-15,942e4175-a329-413e-9896-f0171d54051f,0034159807241,,,5.99,Good,,10.0,100
Justin Ferguson,Male,-5,100000,Eatonstad,Delaware,123-abc-7890,,86009,amount,,"Aguilar, Cherry and Davis",5,,2023-12-06,2022-03-09,27eecadf-d49c-4365-a129-ea905296e68c,5308390400291,,,0,Bad,0,,two hundred
Gerald Hernandez,M,2,,Norrisfort,Kentucky,123-abc-7890,sherrymorrison@shea-sherman.com,58762,often,Electronics,"Brown, Harris and Brown",,SAVE10,2023-03-22,2024-11-04,36c176a2-9d71-4ce3-9358-54e7f583152b,9517318889841,,PayPal,10.0,,no,10.0,
Joshua Pratt,M,,20$,Lopezton,Pennsylvania,123-abc-7890,,,safe,Clothing,Short-Oliver,,,2023-06-25,2022-09-19,816f7eac-fb81-4e99-8699-a2624e2a9bad,8434140709813,Pending,Credit Card,10.0,Bad,1,10.0,100
Christian Reyes,Women,three,49.95,Dixonberg,New Mexico,,,ABCDE,several,Food,"Fletcher, Walsh and Lyons",five,,2022-04-07,2024-04-28,c86046c5-eef8-4f3e-8876-0aeb42e7bdfc,0993491925993,Delivered,Credit Card,10.0,Average,yes,10.0,
Jennifer Padilla,Male,,49.95,West Jodi,Kentucky,123-abc-7890,bennettjames@sharp-garcia.com,20116,point,Food,Montoya-Lewis,10%,,2022-07-29,2023-07-30,46f1eaa0-2d2c-419d-a497-e15f4e906ecc,1045902242737,Cancelled,Bank Transfer,,,,0.0,200
David Bailey,,4,-10,Sandraburgh,New Hampshire,,,46016,father,Other,Patel-Williams,five,12345,2022-04-19,2024-11-11,5be29452-7254-4dc8-b30a-1b6daa529567,5066448730669,Cancelled,Credit Card,,,0,,200
Jeffrey Adams,F,1000,100000,North Joannhaven,Indiana,123-abc-7890,,33419,myself,,Woods LLC,,,2023-04-15,2024-08-25,603c25ca-378a-4927-852c-a10ea3b97659,8101529143567,Delivered,Credit Card,0,Good,1,,
Mary Walker,,5,49.95,Teresaburgh,Vermont,123-abc-7890,not-an-email,ABCDE,some,Electronics,Townsend Ltd,5,DISCOUNT,2023-05-23,2023-11-22,c6d1b658-757e-45e8-80f4-7ccfc4886fbe,3436013744872,Delivered,Credit Card,10.0,,,5.0,
Bruce House,,1000,100000,Williamfurt,Illinois,002-676-0572x42058,ddoyle@white.biz,68626,imagine,,"Hale, Chambers and Wilson",5,,2022-12-25,2024-04-05,91b9e10d-5f69-44ce-8bf6-f70f4979ea2b,0489852538822,Cancelled,Credit Card,5.99,Good,1,5.0,100
Erica Lyons,Men,1,100000,Carrollstad,Rhode Island,123-abc-7890,stephanie57@wells.com,ABCDE,person,Clothing,"Sampson, Jenkins and Gonzalez",10,SAVE10,2023-09-29,2023-01-27,4c2ac3b2-6826-4100-ab62-ba07ccbb390f,2469794248780,,,5.99,,0,-1,two hundred
Timothy James,Female,5,49.95,Schroederland,Wyoming,123-abc-7890,xrobinson@miller-garcia.com,,those,Other,"Vasquez, Simmons and Marquez",,SAVE10,2022-10-03,2022-07-16,fa4fa2fe-9d57-4da2-ba94-4b569d5c806b,1561852235815,Pending,Bank Transfer,,Average,0,,200
David Jones,Female,,49.95,Bethmouth,Missouri,123-abc-7890,changalexandra@gmail.com,ABCDE,his,,Archer Group,10,12345,2023-01-14,2024-08-18,2b13d13f-8857-4c39-92cd-3b2d4de9e2fa,9963467874144,,,10.0,Good,0,0.0,100
Sergio Colon,Men,three,19.99,Port Laurenchester,Arizona,,,ABCDE,mind,Electronics,"Riley, Williamson and Hines",,SAVE10,2022-03-03,2022-03-11,e7160d42-07db-4625-a759-22d9172fb804,5798833247413,,,10.0,,no,5.0,100
James Moreno,,2,,East Grace,North Carolina,+1-146-564-5436x571,,44729,follow,Other,Carter-Shelton,10%,,2022-02-27,2024-08-12,806b5d3d-ba81-440b-913d-76984fb3234e,0812471845697,Cancelled,,10.0,Average,yes,,
Marc Cameron,Female,5,,Coxborough,Arizona,,frussell@gibson.net,,between,Other,Brennan-Brown,,,2022-08-26,2022-07-30,2d73745d-7a73-4583-9450-b4d62be489e2,3683879939663,,,0,Good,,-1,100
Jason Goodman,,5,19.99,New Crystal,Nebraska,+1-654-689-4305x625,,ABCDE,beyond,Food,"Montoya, Moran and Hill",five,12345,2023-11-09,2024-08-22,11c8a278-f1b6-464e-a9cd-064a0d8aa586,4422340408722,,Credit Card,free,Bad,0,-1,100
Scott Cummings,Female,5,20$,East Anne,Oregon,,summer49@gmail.com,81897,cut,Food,"Khan, Lewis and Chan",5,12345,2022-07-06,2023-03-29,f6526786-beb6-4025-9a8f-88b989341359,8398174104535,,Bank Transfer,,Good,1,0.0,
Christopher Floyd,Male,5,19.99,North Amy,Oklahoma,,,,prepare,,"Brown, Smith and Valenzuela",10,,2022-12-29,2023-01-30,f986440f-eb4f-4ad6-8a39-198896001195,4027733214227,Delivered,,,Good,,10.0,
Micheal Rogers,Female,,100000,East Victoria,Massachusetts,,,,open,Food,Gonzalez Group,10%,12345,2023-06-16,2022-02-23,bf20fab6-9090-4f34-82f7-17015f043d11,2252500018896,Delivered,,,Bad,yes,5.0,two hundred
Linda Hill,,three,,Port Austin,Maryland,(165)957-4158x76628,,96740,nice,,Anderson-Hill,,,2022-01-18,2024-10-28,0704695b-64aa-4521-a6a7-6e52dd51e08b,6222053157263,Cancelled,,10.0,Good,1,-1,two hundred
Mark Miller,,,-10,New Jeremy,Alabama,,,ABCDE,reveal,Other,"Vasquez, Stewart and Alvarez",10,SAVE10,2022-03-26,2024-11-02,36b40bcd-2ef0-47f1-9535-99c9137d4939,4841186222413,Cancelled,,,Average,1,0.0,
Janice Fox,,5,49.95,North Andrea,Vermont,,icole@johnson.com,ABCDE,raise,Other,Ryan-Moore,10%,SAVE10,2022-06-27,2023-04-07,acd764a8-f6e2-4dca-8b52-e36a21057092,4178343173852,Pending,Bank Transfer,,Average,yes,10.0,200
Meagan Martin,Women,10,100000,West Davidview,Alaska,123-abc-7890,kwilson@gmail.com,,after,,Taylor and Sons,,12345,2022-11-25,2024-10-24,61e7e2f3-ed33-4d98-adf8-426ef642265a,7898688129457,Cancelled,,,Bad,,-1,
Christopher Kim,F,2,,Murphyburgh,Mississippi,,not-an-email,ABCDE,produce,,"Lee, Robertson and Moore",10%,,2022-08-12,2023-07-01,53e224fc-28a8-45d7-a014-cf9df98cc9a6,0425389752270,Delivered,,0,,0,0.0,two hundred
Laura Hernandez,Men,5,0,West Williammouth,Ohio,,,ABCDE,car,Other,Young-Lopez,10,,2023-03-21,2024-03-15,ff1e4b65-5645-40b6-904c-03f166944029,8708128043313,,Bank Transfer,,Bad,yes,,100
Danny Walker,Female,three,100000,Keithport,Louisiana,,stevensonbrandon@moore.com,,project,,"Flores, Price and Maxwell",10%,,2023-08-28,2023-07-17,e06e7216-8091-4125-bcc3-77203a2fa6da,9098825458909,,,10.0,Good,,0.0,
Michael Rodriguez,F,3,,Michaelbury,Colorado,1332390726,,29615,front,,Long LLC,5,,2023-11-07,2024-10-30,50f27a80-209c-4148-9f52-5a3a218bd49e,8671743185501,,Credit Card,,,1,0.0,100
Misty Evans,Men,three,49.95,Victorberg,Virginia,,debralyons@yahoo.com,,a,Clothing,Lowery-Robinson,five,,2023-02-08,2024-10-12,34e4b220-b3e9-4965-b944-fe6629814f44,0470375039361,,,free,Good,no,,
Suzanne Bright,,3,100000,Josephmouth,South Carolina,,,,sell,Other,"Freeman, Murphy and Alvarez",five,,2022-03-27,2023-06-20,9f870809-c454-415b-b27b-85e33a2904b3,3375015238982,,,0,Average,yes,10.0,two hundred
Lori Perkins,,10,49.95,North Joyceshire,Oregon,,,ABCDE,charge,,Koch-Gray,5,DISCOUNT,2022-12-31,2024-01-14,b60b5f1e-d685-43fc-b77f-1550d63ca7d2,2364802821286,Delivered,,10.0,Bad,1,,
Renee Johnson,Women,10,,Tommyshire,Tennessee,123-abc-7890,not-an-email,,hospital,,Hogan and Sons,five,SAVE10,2023-06-26,2022-03-04,254e8fa5-a7cf-4f3c-8386-e918b60c8e1e,8016509649758,Cancelled,Credit Card,5.99,,yes,5.0,100
Emily Nelson,,10,19.99,Popemouth,Kentucky,,lhinton@morrow.com,,capital,Food,Brown PLC,,,2023-08-01,2022-09-01,a2191c50-a989-4871-8e3c-0484599fd386,9793630133446,Cancelled,,,Good,0,,
Amanda Woods,Female,-5,19.99,Rayberg,Iowa,852-109-6911x46029,garnermatthew@miller.com,,where,,Chavez-Burns,,DISCOUNT,2022-01-01,2024-06-23,5e7e976d-7824-44cc-87c5-0154e730b071,4388381395394,Delivered,Bank Transfer,0,,,5.0,
Jason Bailey,Female,,19.99,Boydborough,Connecticut,,not-an-email,ABCDE,drop,Food,Richard PLC,,,2022-11-27,2022-11-25,929d9440-6d11-497f-9bb0-043b4c1ec215,3470677439569,,Credit Card,0,Bad,yes,,
Dana Wright,Male,5,19.99,East Triciabury,South Carolina,011-170-5284x20663,,ABCDE,hope,Electronics,"Wagner, Soto and Scott",five,12345,2023-01-04,2024-10-05,8b0f9318-c1af-44df-ae1e-3ebb0b0c1f6f,1940382900118,,Bank Transfer,0,Good,,0.0,
Whitney Harper,,,19.99,Sarahview,Louisiana,123-abc-7890,,ABCDE,foot,Clothing,Gomez-Salas,five,,2023-08-09,2022-12-21,808c7a0f-ab36-472b-99af-1cd509389172,1664671741861,,PayPal,,Bad,yes,5.0,
Kathleen Smith,Male,three,49.95,Ashleyport,North Carolina,,not-an-email,,year,Other,"Perry, Watson and Gordon",five,SAVE10,2023-07-24,2022-05-09,d849cdff-9cbe-40e1-a119-5c9fa7aa8940,9623576557542,,Credit Card,0,Bad,0,-1,two hundred
Michael Lynch,,1,,South Kristie,North Dakota,123-abc-7890,not-an-email,,behavior,Electronics,Wilcox Inc,,,2022-11-13,2023-02-07,d7ab27c6-758a-4388-be02-db91540197ef,4004784586633,Cancelled,Credit Card,,Bad,yes,,200
Mr. Christopher Johnson,,10,,West Roberthaven,Wisconsin,+1-379-854-7993x9996,,ABCDE,author,,Watts-Harmon,,,2022-11-15,2024-12-05,568759c4-ed89-4049-a07f-cee7aa2f5295,5896778104867,Pending,,5.99,,yes,0.0,100
Andrea Rodriguez,,1000,19.99,Lake Blake,Arkansas,123-abc-7890,not-an-email,,go,Electronics,Hawkins-Sloan,10,12345,2023-02-05,2022-04-14,2cc4c35f-d464-450b-b332-3843906e0b97,1037554326446,,PayPal,0,,yes,5.0,two hundred
Andrea Terry,M,4,20$,East Joshua,Connecticut,,,ABCDE,catch,Electronics,Norris-Martinez,five,12345,2022-02-12,2024-02-05,bdf12181-970c-4d42-a58a-7cf49fabba14,5511712740344,,PayPal,,,0,5.0,
Patrick Santos,,1,49.95,Robleston,Indiana,641-998-3758,,,lead,,Ross and Sons,,12345,2023-09-10,2022-01-12,9268cc1d-1e1b-48f7-b070-227adab431ea,5676446127462,Cancelled,Bank Transfer,free,,1,,
Laura Alvarez,M,5,,Marissaberg,Maine,123-abc-7890,not-an-email,,fund,,Carlson PLC,,,2022-08-26,2022-01-13,2804dcdd-4a77-4b36-b0c7-7ffebbd41386,9828051145287,Delivered,Credit Card,5.99,Average,0,-1,200
Wesley Chung,Female,4,19.99,Port Frankview,North Carolina,,not-an-email,ABCDE,fine,Clothing,Garcia LLC,,,2023-07-11,2023-06-12,7b821626-4960-4e79-ac14-52efcf805c2f,3600963099867,,Credit Card,5.99,Average,0,10.0,200
Brianna Hill,M,2,,Michaelchester,Mississippi,,courtney62@powell.info,74615,senior,Other,Hendricks-Harris,5,SAVE10,2023-12-30,2023-04-30,485c8ea5-3001-417f-8832-e9f941b11f6a,9333893583796,Delivered,,10.0,Bad,0,-1,
Darrell Kim,,,19.99,Teresatown,Maryland,123-abc-7890,,,responsibility,Electronics,Clark-Mcfarland,,,2023-11-24,2022-01-26,de9dfa63-5d90-4cc2-a8af-fd6411ea74bc,9518689067227,,,free,,,-1,two hundred
Cameron Long,Women,10,49.95,Lake Megan,Wyoming,(070)079-4552,,,your,Other,"Hall, Stevenson and Watson",10%,,2022-08-10,2024-01-05,3a267ae3-58a9-4102-bba9-7cad1cf79bac,1375622212094,Delivered,PayPal,,Good,,,200
Brandi Tapia,F,5,49.95,North Ashleybury,South Carolina,,joan71@edwards-tate.com,ABCDE,product,Clothing,"Johnson, Smith and Ballard",10,SAVE10,2023-12-12,2024-07-19,af2fd956-5077-4e80-a784-20368b65b96c,3905545637599,Cancelled,PayPal,5.99,Bad,0,0.0,100
Tracey Park,M,3,,Joseborough,Georgia,,kherrera@gmail.com,,just,,Mendoza-Thompson,5,DISCOUNT,2023-02-26,2022-10-21,2e3a598a-5fc9-487e-88af-b386ea6e2933,7860702874537,,Credit Card,,Good,0,,200
Sandra Castaneda,,2,20$,South Amandastad,Pennsylvania,,not-an-email,,carry,Other,Soto PLC,,DISCOUNT,2023-09-25,2024-01-04,b0577f74-8b81-4eae-9ad7-6cf182edbd28,0540709818334,,PayPal,5.99,,0,5.0,200
Stephen Huang,F,4,49.95,Deantown,Louisiana,,,ABCDE,fine,Electronics,"Khan, Duncan and Lam",,12345,2023-01-03,2024-03-13,19ff2800-2f7c-41ac-996a-d93a01b36437,0554066062200,Pending,,,Bad,,-1,
Brian Martinez,Women,1000,0,South Saraland,Maryland,(309)931-7500,kevin90@yahoo.com,ABCDE,morning,,"Austin, Decker and Hicks",10%,12345,2023-12-24,2024-11-30,f8c5b495-8f52-417b-94f7-cc16578df1b6,4643849519485,Cancelled,PayPal,free,Bad,1,-1,100
Shelley Escobar,,2,49.95,South Danielle,Illinois,,,98645,process,,"Nelson, Griffin and Wise",five,DISCOUNT,2022-09-03,2023-10-17,b8c8287d-a390-4747-9ed6-5d18569c9e07,7076575628614,Delivered,PayPal,,,yes,0.0,100
Brandi Nunez,M,4,20$,Donaldshire,Kansas,,,ABCDE,chance,,Santos LLC,,,2023-02-22,2022-03-07,21aeb552-81d3-4ddb-a03f-aa5f2da4a582,2014265804370,Pending,,free,Good,,10.0,
Mark Hogan,Men,,100000,Valenciaside,Georgia,709-038-6435x44537,not-an-email,ABCDE,well,Food,Harris-Bowen,10,DISCOUNT,2023-07-04,2024-08-26,e01fa552-f717-425a-b09c-0a3f2503b494,5421183009126,,PayPal,free,,yes,,
Jennifer Mills,F,1000,100000,Snyderborough,Washington,,not-an-email,86266,available,Food,"Brown, Thompson and Sanchez",10%,,2022-07-09,2023-04-22,b8956b12-aacc-45d7-a8a2-9d582e8e50bf,4556381957939,Cancelled,,5.99,Good,yes,-1,
Brittany Fernandez,Men,1000,20$,Williamfurt,Ohio,123-abc-7890,,11381,this,Food,Patterson Inc,five,,2023-07-21,2022-09-15,11a7fa2d-dee4-4e15-8c65-0bcaed4487f7,8482045547429,Pending,Credit Card,0,Bad,0,5.0,
Stephanie Webb,F,,,Garciaburgh,Virginia,,,ABCDE,much,Food,Franco Ltd,five,,2023-11-24,2024-01-23,648108c0-e7f6-4c14-98b8-6d6fde50353e,0013747767198,,,,Average,1,,two hundred
Sandra Smith,,three,,Christopherfurt,Florida,001-408-619-6798x65388,not-an-email,ABCDE,leave,Other,Romero-Morton,five,DISCOUNT,2022-04-18,2024-07-27,f82af7e5-a80c-43b3-be4f-38dd5be562bd,5987652599159,,,10.0,Average,no,10.0,
Dr. David Webb PhD,,5,,Matthewtown,Mississippi,,not-an-email,,huge,,"Harris, Wright and King",10%,,2022-01-17,2024-08-13,5ae71b87-d0bd-44d8-bb70-f47c5bd1a08d,5406285529666,,,,,yes,,two hundred
Nicholas Green,,10,100000,Veronicaport,Delaware,123-abc-7890,,43284,sea,Food,Cobb-Fry,5,,2022-12-04,2024-05-17,2156ca2e-0f4f-4bb2-8feb-760e5727d0ea,6812123010156,Delivered,Bank Transfer,free,Good,yes,10.0,
Brandon Ferguson,,4,-10,Roychester,Nevada,,not-an-email,,across,Electronics,Griffin Inc,10%,,2022-12-25,2022-07-22,5c34b15c-c48e-4683-a654-7b6b5f2e0db5,3514761010187,Cancelled,Bank Transfer,free,,1,5.0,200
Caitlin Hanson,,1000,,Curtisstad,North Carolina,,hughesgabriel@yahoo.com,72884,could,Food,Rivera Group,10%,12345,2022-08-17,2022-11-02,9d8d4fa6-5ac1-4b26-a4a5-3667b325245d,5084011639256,,,0,Good,no,10.0,
Jasmine Obrien,Women,4,0,West Codybury,Washington,,livingstoncarla@hotmail.com,ABCDE,believe,Food,Nelson LLC,five,SAVE10,2022-11-25,2023-06-20,cfd93abd-8423-45f2-8c4b-66bdde37992f,5511988095773,,,10.0,,1,-1,
Elizabeth Morgan,F,,-10,Jennaburgh,Oregon,123-abc-7890,not-an-email,11753,bag,,"Gray, Anderson and Moran",10,DISCOUNT,2023-09-15,2022-03-30,ec723b25-ebbc-4d71-89b8-01e813fc8b68,8829414622712,Pending,,10.0,,,5.0,
Justin Jackson,Female,,49.95,South Michaelville,Arizona,,,,city,Electronics,"Parker, Williams and Howe",,12345,2022-08-23,2023-08-23,ad5506d6-a4e4-46d4-9999-c5f97c436674,7839476281032,Delivered,,free,,no,10.0,two hundred
Keith Brown,,,,Lake Morgan,Alabama,+1-316-189-1058,not-an-email,48277,history,Food,Cook LLC,10,12345,2023-08-14,2023-06-27,942bb9ac-ff5d-442d-851c-02c5995d7b73,8676618814333,,PayPal,10.0,Bad,,,
Christopher Soto,,3,-10,Jameshaven,Hawaii,,ricardomcgrath@williams-joseph.com,,level,Clothing,"Swanson, Williams and Romero",10%,,2023-03-12,2024-11-13,4d0a9168-daa0-42fc-97fe-d68f1a2bb933,0471084210089,,Bank Transfer,5.99,Good,,,200
Richard Bradley,Male,,49.95,Jasminefort,Nevada,001-249-379-9675,,ABCDE,set,Clothing,Goodwin-Torres,,,2022-01-30,2024-01-25,73b038e0-208a-4932-b4f4-0601d1be4844,6550250519394,,,,,1,0.0,100
Lisa Mcgrath,Women,2,0,Marqueztown,Virginia,,,ABCDE,attention,,"Howe, Reynolds and Dorsey",10%,SAVE10,2023-08-15,2024-12-13,78545565-2147-4371-bbc9-2b6ff909d1bc,3376764402150,,,,,,10.0,two hundred
Carl Mendoza,Men,three,,Kevinton,Indiana,,,,fear,,Johnson PLC,,,2023-10-15,2023-11-30,ee6a539d-4f48-47f6-bafb-8f8889507748,0192394950495,Delivered,Bank Transfer,,Average,,10.0,
Timothy Zamora,Women,5,,Port Michaelmouth,Maine,,not-an-email,43638,poor,Other,Wilson PLC,5,,2023-11-05,2022-01-27,0433eaf3-84b7-4b19-9e73-94a4b345cc2a,4643282675014,Delivered,Bank Transfer,10.0,Good,,0.0,
Jillian Lynn,,3,-10,Reidmouth,Pennsylvania,123-abc-7890,amberadams@cook-west.com,ABCDE,major,Electronics,Kelly-Williams,,,2022-11-07,2024-04-24,2120abf8-43d1-4902-bc85-fe03ad3e311f,9321064115310,,,10.0,,no,0.0,200
Deborah Atkins,Male,3,0,East Emilyshire,Pennsylvania,233.784.6457,not-an-email,ABCDE,newspaper,Food,Johnson and Sons,5,,2023-11-21,2024-06-10,f87c0ddc-9d81-4988-a6e5-4254293cf95f,1702536489197,,Bank Transfer,,,yes,10.0,100
